trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1087,False,"{'a': 0.5, 'e': 0.4565}",25,15,17.655327825277304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.5, 'e': 0.45599999999999996}",20,6,-135.74389667308998,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 3}",1
1089,False,"{'a': 0.5, 'e': 0.4555}",35,0,-6.829424089777392,"{0: 28, 1: 4, 2: 3, 3: 0, 4: 0}",1
1090,False,"{'a': 0.5, 'e': 0.45499999999999996}",20,0,5.307101989272652,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1091,False,"{'a': 0.5, 'e': 0.4545}",20,0,-87.37894658447999,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
1092,False,"{'a': 0.5, 'e': 0.45399999999999996}",20,0,-30.109074199276975,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1093,False,"{'a': 0.5, 'e': 0.4535}",20,12,-4.591979167867942,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1094,False,"{'a': 0.5, 'e': 0.45299999999999996}",25,0,-28.192076163640508,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
1095,False,"{'a': 0.5, 'e': 0.4525}",30,19,-1.1882003992900492,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1096,False,"{'a': 0.5, 'e': 0.45199999999999996}",25,5,-68.94516628837629,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",1
1097,False,"{'a': 0.5, 'e': 0.4515}",25,12,-2.240581306719718,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1098,False,"{'a': 0.5, 'e': 0.45099999999999996}",25,14,-23.865565099074942,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
1099,False,"{'a': 0.5, 'e': 0.4505}",20,0,-98.85216196544411,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
1100,False,"{'a': 0.5, 'e': 0.44999999999999996}",20,8,-0.5055300997834142,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1101,False,"{'a': 0.5, 'e': 0.4495}",20,5,-2.36390581880464,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1102,False,"{'a': 0.5, 'e': 0.44899999999999995}",20,9,6.98164818438203,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1103,False,"{'a': 0.5, 'e': 0.4485}",20,2,-65.84220511476893,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
1104,False,"{'a': 0.5, 'e': 0.44799999999999995}",20,0,-32.47262912978143,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1105,False,"{'a': 0.5, 'e': 0.4475}",20,9,-6.8709958468277765,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1106,False,"{'a': 0.5, 'e': 0.44699999999999995}",30,5,-30.03815841666445,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
1107,False,"{'a': 0.5, 'e': 0.4465}",20,0,-116.23591932561979,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
1108,False,"{'a': 0.5, 'e': 0.44599999999999995}",25,13,10.851617764010662,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1109,False,"{'a': 0.5, 'e': 0.4455}",20,0,-51.23278592795709,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
1110,False,"{'a': 0.5, 'e': 0.44499999999999995}",30,0,-59.42179476598071,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
1111,False,"{'a': 0.5, 'e': 0.4445}",30,17,2.758091257814232,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1112,False,"{'a': 0.5, 'e': 0.44399999999999995}",20,11,-34.978828697078164,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1113,False,"{'a': 0.5, 'e': 0.4435}",20,11,-52.89989996197699,"{0: 4, 1: 4, 2: 0, 3: 0, 4: 1}",1
1114,False,"{'a': 0.5, 'e': 0.44299999999999995}",20,10,-5.96326876047787,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1115,False,"{'a': 0.5, 'e': 0.4425}",30,23,5.0351522403795,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.5, 'e': 0.44199999999999995}",30,2,-42.59216044538299,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 1}",1
1117,False,"{'a': 0.5, 'e': 0.4415}",20,5,16.15592240899979,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.5, 'e': 0.44099999999999995}",30,3,-95.54685211960981,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 2}",1
1119,False,"{'a': 0.5, 'e': 0.4405}",20,12,0.7100730247184874,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1120,False,"{'a': 0.5, 'e': 0.43999999999999995}",30,9,-2.585899476551818,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
1121,False,"{'a': 0.5, 'e': 0.4395}",20,0,-1.9966897951773825,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1122,False,"{'a': 0.5, 'e': 0.43899999999999995}",30,23,-0.15672363385111865,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1123,False,"{'a': 0.5, 'e': 0.4385}",35,14,25.294890986561942,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
1124,False,"{'a': 0.5, 'e': 0.43799999999999994}",25,11,-38.29944843531006,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1125,False,"{'a': 0.5, 'e': 0.4375}",20,0,-28.206123637404716,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1126,False,"{'a': 0.5, 'e': 0.43699999999999994}",30,4,-54.797510866711384,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 2}",1
1127,False,"{'a': 0.5, 'e': 0.4365}",20,13,11.670733546763163,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.5, 'e': 0.43599999999999994}",25,15,-33.027595620993495,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1129,False,"{'a': 0.5, 'e': 0.4355}",25,10,20.377664927934738,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.5, 'e': 0.43499999999999994}",25,19,10.453544426952037,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.5, 'e': 0.4345}",20,12,6.695022892711036,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.5, 'e': 0.43399999999999994}",20,15,8.032673622438402,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.5, 'e': 0.4335}",25,7,-39.928976509959185,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
1134,False,"{'a': 0.5, 'e': 0.43299999999999994}",25,15,24.09094750144377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.5, 'e': 0.4325}",20,0,-0.3202138908828944,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
1136,False,"{'a': 0.5, 'e': 0.43199999999999994}",30,17,7.720909070556784,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1137,False,"{'a': 0.5, 'e': 0.4315}",30,22,14.44595241014094,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.5, 'e': 0.43099999999999994}",35,5,-20.445469087795516,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",1
1139,False,"{'a': 0.5, 'e': 0.4305}",20,14,-0.9905459062916364,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1140,False,"{'a': 0.5, 'e': 0.42999999999999994}",25,19,3.0572145897394956,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.5, 'e': 0.4295}",20,14,10.007778199139933,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.5, 'e': 0.42899999999999994}",25,1,0.16357747202063178,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
1143,False,"{'a': 0.5, 'e': 0.4285}",20,3,16.762038995508426,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1144,False,"{'a': 0.5, 'e': 0.42799999999999994}",20,1,-0.12139593629190659,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
1145,False,"{'a': 0.5, 'e': 0.4275}",30,7,-47.270826224147214,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 2}",1
1146,False,"{'a': 0.5, 'e': 0.42699999999999994}",20,6,1.3070461992099665,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1147,False,"{'a': 0.5, 'e': 0.4265}",20,11,3.7229174468088937,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1148,False,"{'a': 0.5, 'e': 0.42599999999999993}",20,2,1.0261103321167082,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1149,False,"{'a': 0.5, 'e': 0.4255}",25,0,-43.65260628103344,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",1
1150,False,"{'a': 0.5, 'e': 0.42499999999999993}",25,0,-20.141569337997453,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",1
1151,False,"{'a': 0.5, 'e': 0.4245}",25,0,25.066437722333944,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1152,False,"{'a': 0.5, 'e': 0.42399999999999993}",20,7,-17.49576064969445,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
1153,False,"{'a': 0.5, 'e': 0.4235}",20,6,-30.92133044364725,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1154,False,"{'a': 0.5, 'e': 0.42300000000000004}",20,0,-41.92701809668661,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
1155,False,"{'a': 0.5, 'e': 0.4225}",30,1,-56.45789904602224,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 1}",1
1156,False,"{'a': 0.5, 'e': 0.42200000000000004}",30,12,16.094344165582108,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.5, 'e': 0.4215}",20,10,-0.1272993912651912,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1158,False,"{'a': 0.5, 'e': 0.42100000000000004}",25,9,8.120747432522814,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1159,False,"{'a': 0.5, 'e': 0.4205}",20,0,2.919490771882426,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1160,False,"{'a': 0.5, 'e': 0.42000000000000004}",20,0,-22.673663300664433,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1161,False,"{'a': 0.5, 'e': 0.4195}",20,10,-2.2955342238595917,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1162,False,"{'a': 0.5, 'e': 0.41900000000000004}",20,4,12.075181630826986,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1163,False,"{'a': 0.5, 'e': 0.4185}",35,17,-60.84166825918774,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
1164,False,"{'a': 0.5, 'e': 0.41800000000000004}",25,0,-27.053521394708053,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
1165,False,"{'a': 0.5, 'e': 0.4175}",20,11,5.873619837083585,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1166,False,"{'a': 0.5, 'e': 0.41700000000000004}",20,0,-9.585748591510674,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1167,False,"{'a': 0.5, 'e': 0.4165}",20,0,4.709330080737923,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1168,False,"{'a': 0.5, 'e': 0.41600000000000004}",20,6,-34.582858027626116,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1169,False,"{'a': 0.5, 'e': 0.4155}",30,20,-37.13108090740757,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1170,False,"{'a': 0.5, 'e': 0.41500000000000004}",20,13,7.389885140588216,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.5, 'e': 0.4145}",25,0,-3.140667430165473,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
1172,False,"{'a': 0.5, 'e': 0.41400000000000003}",20,13,-10.54390310689542,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1173,False,"{'a': 0.5, 'e': 0.4135}",25,8,-15.266465989315549,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1174,False,"{'a': 0.5, 'e': 0.41300000000000003}",25,7,15.034443496295168,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.5, 'e': 0.4125}",20,11,5.083867218975831,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1176,False,"{'a': 0.5, 'e': 0.41200000000000003}",20,0,-22.93183183266662,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1177,False,"{'a': 0.5, 'e': 0.4115}",20,10,9.548806266118135,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.5, 'e': 0.41100000000000003}",25,16,-8.307226587155428,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1179,False,"{'a': 0.5, 'e': 0.4105}",20,10,5.76904074144167,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.5, 'e': 0.41000000000000003}",25,6,4.602474521386745,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1181,False,"{'a': 0.5, 'e': 0.4095}",25,6,-3.3241205000460736,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 0}",1
1182,False,"{'a': 0.5, 'e': 0.40900000000000003}",20,5,-76.30436975381436,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
1183,False,"{'a': 0.5, 'e': 0.4085}",35,0,-2.854178589052805,"{0: 30, 1: 2, 2: 3, 3: 0, 4: 0}",1
1184,False,"{'a': 0.5, 'e': 0.40800000000000003}",30,0,12.412709419138775,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
1185,False,"{'a': 0.5, 'e': 0.4075}",20,7,-18.227570151627052,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
1186,False,"{'a': 0.5, 'e': 0.40700000000000003}",20,0,-64.96547910432085,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
1187,False,"{'a': 0.5, 'e': 0.4065}",25,1,-135.4225845397476,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 4}",1
1188,False,"{'a': 0.5, 'e': 0.406}",20,6,-74.93594858760841,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 2}",1
1189,False,"{'a': 0.5, 'e': 0.40549999999999997}",25,18,5.338179552333047,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.5, 'e': 0.405}",30,13,-50.33603565966804,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
1191,False,"{'a': 0.5, 'e': 0.40449999999999997}",20,12,9.573497646611902,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.5, 'e': 0.404}",25,8,-42.977952159358054,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
1193,False,"{'a': 0.5, 'e': 0.40349999999999997}",25,13,-16.841123066530834,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
1194,False,"{'a': 0.5, 'e': 0.403}",25,8,-32.99524141589323,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
1195,False,"{'a': 0.5, 'e': 0.40249999999999997}",20,0,17.019122264261572,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1196,False,"{'a': 0.5, 'e': 0.402}",25,6,-8.874498766290223,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
1197,False,"{'a': 0.5, 'e': 0.40149999999999997}",30,10,-24.301153014822024,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
1198,False,"{'a': 0.5, 'e': 0.401}",20,10,4.762235762250282,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.5, 'e': 0.40049999999999997}",20,12,4.8494809066081475,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1200,False,"{'a': 0.5, 'e': 0.4}",20,5,-61.50335698325232,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
1201,False,"{'a': 0.5, 'e': 0.39949999999999997}",30,18,18.804808241428745,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.5, 'e': 0.399}",25,0,-26.626858008554322,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1203,False,"{'a': 0.5, 'e': 0.39849999999999997}",35,8,10.19425536264391,"{0: 25, 1: 1, 2: 0, 3: 1, 4: 0}",1
1204,False,"{'a': 0.5, 'e': 0.398}",20,11,-1.1061623188853287,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1205,False,"{'a': 0.5, 'e': 0.39749999999999996}",35,21,-8.900938083326977,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1206,False,"{'a': 0.5, 'e': 0.397}",30,6,-69.521008020832,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 2}",1
1207,False,"{'a': 0.5, 'e': 0.39649999999999996}",25,8,-23.315055084201262,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1208,False,"{'a': 0.5, 'e': 0.396}",25,11,-14.09369940473575,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1209,False,"{'a': 0.5, 'e': 0.39549999999999996}",20,8,19.13650126270641,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.5, 'e': 0.395}",30,21,16.129789001271764,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.5, 'e': 0.39449999999999996}",30,11,-25.426535520058536,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1212,False,"{'a': 0.5, 'e': 0.394}",25,15,-6.728154250923561,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
1213,False,"{'a': 0.5, 'e': 0.39349999999999996}",25,13,-0.6952644839725002,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1214,False,"{'a': 0.5, 'e': 0.393}",20,8,-16.258555560774862,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1215,False,"{'a': 0.5, 'e': 0.39249999999999996}",20,7,-44.30704058413987,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
1216,False,"{'a': 0.5, 'e': 0.392}",20,13,7.153749314365809,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.5, 'e': 0.39149999999999996}",25,3,3.0821510434428747,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
1218,False,"{'a': 0.5, 'e': 0.391}",25,16,-51.33712594801925,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
1219,False,"{'a': 0.5, 'e': 0.39049999999999996}",25,8,-19.39834854499071,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
1220,False,"{'a': 0.5, 'e': 0.39}",20,3,-55.42025852250218,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 0}",1
1221,False,"{'a': 0.5, 'e': 0.38949999999999996}",20,8,-0.10067176210664552,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1222,False,"{'a': 0.5, 'e': 0.389}",20,8,-16.78790681446039,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1223,False,"{'a': 0.5, 'e': 0.38849999999999996}",25,14,1.8277782099437874,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1224,False,"{'a': 0.5, 'e': 0.388}",30,0,-10.163002327147648,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
1225,False,"{'a': 0.5, 'e': 0.38749999999999996}",20,9,0.29394202051892204,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1226,False,"{'a': 0.5, 'e': 0.387}",25,8,-20.19905990875131,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
1227,False,"{'a': 0.5, 'e': 0.38649999999999995}",20,13,-2.853079938206082,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.5, 'e': 0.386}",25,12,-0.9241415924620666,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1229,False,"{'a': 0.5, 'e': 0.38549999999999995}",20,0,-45.815449515651096,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
1230,False,"{'a': 0.5, 'e': 0.385}",25,1,-0.9881109073691798,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
1231,False,"{'a': 0.5, 'e': 0.38449999999999995}",20,5,18.999740103073375,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.5, 'e': 0.384}",20,5,17.648082252498163,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.5, 'e': 0.38349999999999995}",20,0,-19.980199829969997,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1234,False,"{'a': 0.5, 'e': 0.383}",35,25,10.06216790334188,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.5, 'e': 0.38249999999999995}",25,9,-55.48791280170963,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
1236,False,"{'a': 0.5, 'e': 0.382}",30,21,6.200855254970685,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1237,False,"{'a': 0.5, 'e': 0.38149999999999995}",30,22,13.830798547390142,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.5, 'e': 0.381}",20,5,4.653548022058358,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1239,False,"{'a': 0.5, 'e': 0.38049999999999995}",25,13,-16.436771282548,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1240,False,"{'a': 0.5, 'e': 0.38}",20,13,11.889803904295338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.5, 'e': 0.37949999999999995}",25,12,-66.58701852719838,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 1}",1
1242,False,"{'a': 0.5, 'e': 0.379}",20,7,-34.7610056326958,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1243,False,"{'a': 0.5, 'e': 0.37849999999999995}",20,13,13.435466719784484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.5, 'e': 0.378}",25,4,-50.36051340401312,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 2}",1
1245,False,"{'a': 0.5, 'e': 0.37749999999999995}",30,0,-11.455551662481406,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
1246,False,"{'a': 0.5, 'e': 0.377}",20,14,-0.8197568922443894,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1247,False,"{'a': 0.5, 'e': 0.37649999999999995}",25,10,8.869594768355103,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1248,False,"{'a': 0.5, 'e': 0.376}",20,14,9.062034656066588,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.5, 'e': 0.37549999999999994}",20,6,19.513995000342366,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.5, 'e': 0.375}",20,13,13.062903771224876,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.5, 'e': 0.37449999999999994}",20,14,-11.637228605135594,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
1252,False,"{'a': 0.5, 'e': 0.374}",25,11,-46.058946511506356,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
1253,False,"{'a': 0.5, 'e': 0.37349999999999994}",25,0,-20.479943760278132,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
1254,False,"{'a': 0.5, 'e': 0.373}",20,13,1.0726201695969015,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1255,False,"{'a': 0.5, 'e': 0.37249999999999994}",25,16,-1.2304202899820482,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1256,False,"{'a': 0.5, 'e': 0.372}",25,11,0.8959079043771081,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1257,False,"{'a': 0.5, 'e': 0.37149999999999994}",20,14,4.282928039445537,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.5, 'e': 0.371}",25,15,-22.33866098897623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1259,False,"{'a': 0.5, 'e': 0.37049999999999994}",20,7,-24.943459274141034,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
1260,False,"{'a': 0.5, 'e': 0.37}",25,14,-3.9787838938980817,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1261,False,"{'a': 0.5, 'e': 0.36949999999999994}",25,17,9.26465216489513,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.5, 'e': 0.369}",20,10,18.41690509653366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.5, 'e': 0.36849999999999994}",20,6,-24.93397272811383,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
1264,False,"{'a': 0.5, 'e': 0.368}",25,18,-3.0723670453430465,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1265,False,"{'a': 0.5, 'e': 0.36749999999999994}",30,10,15.94826267168531,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1266,False,"{'a': 0.5, 'e': 0.367}",30,15,28.004599071240527,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.5, 'e': 0.36649999999999994}",30,21,3.12800567433861,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1268,False,"{'a': 0.5, 'e': 0.366}",20,3,-16.119916857292644,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
1269,False,"{'a': 0.5, 'e': 0.36549999999999994}",30,16,11.787221190644566,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1270,False,"{'a': 0.5, 'e': 0.365}",30,23,0.6429294097923695,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1271,False,"{'a': 0.5, 'e': 0.36449999999999994}",25,15,-2.970135750899624,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1272,False,"{'a': 0.5, 'e': 0.364}",20,0,5.322537740237446,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1273,False,"{'a': 0.5, 'e': 0.36349999999999993}",20,13,15.482318046718989,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
